GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P,Gene.name
ENSG00000172270,19,571277,583493,38,11,275156,0.91733,0.17948,BSG
ENSG00000253250,8,91970865,91997485,33,4,291207,0.91721,0.17952,C8orf88
ENSG00000202164,2,209785271,209785388,5,1,342840,0.91718,0.17953,RNA5SP117
ENSG00000100225,22,32870663,32894816,18,5,350729,0.91674,0.17964,FBXO7
ENSG00000147586,8,80830952,80942524,114,29,335920,0.91675,0.17964,MRPS28
ENSG00000261474,16,31460856,31464814,8,4,227788,0.91675,0.17964,RP11-452L6.1
ENSG00000151388,5,33523640,33892297,564,66,306989,0.9167,0.17965,ADAMTS12
ENSG00000042493,2,85621871,85641197,189,35,324110,0.9166,0.17968,CAPG
ENSG00000164049,3,48413709,48436190,69,14,345144,0.91642,0.17972,FBXW12
ENSG00000174015,13,46276446,46288694,14,6,346028,0.91633,0.17975,SPERT
ENSG00000166685,17,71188771,71204646,55,16,330333,0.91629,0.17976,COG1
ENSG00000189143,7,73242074,73247023,19,1,337844,0.91609,0.17981,CLDN4
ENSG00000168427,2,239047363,239061588,74,21,302359,0.91599,0.17984,KLHL30
ENSG00000216629,6,27944928,27945853,6,3,354673,0.91599,0.17984,OR2W4P
ENSG00000263929,1,22337143,22337437,3,1,349835,0.91596,0.17984,RN7SL186P
ENSG00000229658,22,16904668,16906756,13,6,286429,0.91592,0.17985,PABPC1P9
ENSG00000148719,10,74092588,74114988,217,25,319083,0.91589,0.17986,DNAJB12
ENSG00000268912,19,58939999,58942515,10,3,291055,0.91591,0.17986,CTD-2619J13.17
ENSG00000233943,5,56271420,56272051,9,2,357041,0.9157,0.17991,AC114973.1
ENSG00000173389,3,51928892,51937351,84,24,316963,0.91568,0.17992,IQCF1
ENSG00000121552,3,122044091,122060819,242,42,343539,0.91558,0.17994,CSTA
ENSG00000274191,12,123118677,123119220,7,3,275152,0.91557,0.17995,NA
ENSG00000218676,6,111751463,111752984,9,5,314228,0.91553,0.17996,BRD7P4
ENSG00000163394,4,26483022,26492084,13,5,302673,0.91547,0.17997,CCKAR
ENSG00000213080,1,160864770,160865866,11,2,354850,0.91547,0.17997,RP11-312J18.5
ENSG00000261719,16,32822350,32822572,1,1,286429,0.91537,0.18,RP11-67H24.1
ENSG00000283311,7,57240479,57240990,11,3,330706,0.91538,0.18,NA
ENSG00000249362,5,86957859,86974964,7,3,312788,0.91527,0.18003,CTD-2316B1.1
ENSG00000249748,5,35938924,35940095,49,8,338210,0.91519,0.18005,RP11-79C6.3
ENSG00000266144,1,162126897,162126972,8,4,186808,0.91519,0.18005,MIR4654
ENSG00000249309,4,154641479,154648874,20,4,351945,0.91505,0.18008,RP11-153M7.5
ENSG00000216902,6,85967046,85967412,3,1,352160,0.91493,0.18012,RP1-161C16.1
ENSG00000177272,1,111215087,111217655,50,16,339471,0.91481,0.18015,KCNA3
ENSG00000254978,11,71511587,71515686,9,2,350453,0.91473,0.18017,ALG1L9P
ENSG00000276261,12,27852999,27853507,8,2,347909,0.91462,0.1802,NA
ENSG00000241030,12,120960467,120961246,15,5,295180,0.91453,0.18022,RPL29P24
ENSG00000004809,6,110745890,110797844,113,35,332472,0.91447,0.18024,SLC22A16
ENSG00000240527,10,97593265,97633515,11,5,348610,0.91447,0.18024,RP11-429G19.3
ENSG00000238443,12,133815041,133815135,11,4,326146,0.91443,0.18025,Y_RNA
ENSG00000101109,20,43595115,43708600,176,18,319314,0.91437,0.18026,STK4
ENSG00000243532,8,71566815,71567118,7,3,306635,0.91433,0.18027,RN7SL19P
ENSG00000270506,12,93429037,93429520,7,4,355964,0.91433,0.18027,RP11-511B23.4
ENSG00000188735,12,122150701,122219968,116,24,343498,0.91426,0.18029,TMEM120B
ENSG00000236675,1,155200766,155204116,8,2,319494,0.91423,0.1803,MTX1P1
ENSG00000272515,13,88260162,88261489,4,2,356698,0.91417,0.18031,RP11-29P20.1
ENSG00000165895,11,100558384,100862668,335,54,313490,0.91402,0.18035,ARHGAP42
ENSG00000259030,1,74663919,75009666,21,8,332919,0.91393,0.18038,FPGT-TNNI3K
ENSG00000265015,18,15196998,15197774,8,3,286429,0.91391,0.18038,RP11-454P7.3
ENSG00000235097,13,45373639,45383766,99,22,307773,0.91386,0.18039,LINC00330
ENSG00000187837,6,26056015,26056656,24,8,325340,0.91379,0.18041,HIST1H1C
ENSG00000237493,12,56374216,56374819,7,2,346933,0.91349,0.18049,RP11-603J24.7
ENSG00000100292,22,35776828,35790207,64,16,333945,0.91345,0.1805,HMOX1
ENSG00000202245,10,124105205,124105308,37,11,348416,0.91345,0.1805,RNU6-728P
ENSG00000239040,4,56278803,56278905,7,3,303945,0.91337,0.18052,Y_RNA
ENSG00000248878,5,31725646,31726009,176,64,314612,0.91324,0.18056,RP11-5N11.1
ENSG00000263575,9,6007826,6007904,7,4,252365,0.91323,0.18056,MIR4665
ENSG00000165379,14,42076773,42373752,175,39,327785,0.91303,0.18061,LRFN5
ENSG00000203321,9,77567884,77611209,28,10,337659,0.91305,0.18061,RP11-197P3.4
ENSG00000278885,16,31577681,31578321,11,4,322995,0.91303,0.18061,NA
ENSG00000201990,7,6043914,6044016,17,7,316983,0.91286,0.18066,Y_RNA
ENSG00000238447,17,55762890,55762953,8,2,352818,0.91282,0.18067,RNU7-134P
ENSG00000256030,12,2896097,2903461,10,3,342204,0.91273,0.18069,CBX3P4
ENSG00000278448,15,81685966,81686423,3,2,329105,0.91274,0.18069,NA
ENSG00000103549,16,30773318,30787628,7,4,303693,0.91271,0.1807,RNF40
ENSG00000100342,22,36649056,36663576,36,10,333627,0.91267,0.18071,APOL1
ENSG00000031691,6,49431091,49460820,13,4,353590,0.91263,0.18072,CENPQ
ENSG00000266104,20,61918160,61918218,10,2,296395,0.91247,0.18076,MIR4326
ENSG00000279977,19,16721185,16723014,12,5,343901,0.91248,0.18076,NA
ENSG00000267788,17,43059882,43060140,65,22,314898,0.91237,0.18079,CTD-2534I21.9
ENSG00000272843,7,72394956,72395663,3,2,231905,0.91236,0.18079,RP11-313P13.5
ENSG00000273675,14,50938487,50939310,8,3,346371,0.91231,0.1808,NA
ENSG00000197746,10,73576055,73611132,105,18,320478,0.91229,0.18081,PSAP
ENSG00000250372,4,176933189,176935568,19,5,328613,0.91226,0.18082,MARK2P4
ENSG00000100241,22,50883429,50913453,68,21,335005,0.9122,0.18083,SBF1
ENSG00000216480,6,159947094,159947559,44,3,343758,0.91222,0.18083,RP3-393E18.1
ENSG00000223128,20,21405396,21405679,8,3,354983,0.9122,0.18083,RN7SKP140
ENSG00000143228,1,163291690,163325554,59,11,308314,0.91216,0.18084,NUF2
ENSG00000257403,16,21358460,21363459,73,32,320519,0.91197,0.18089,CTD-2547E10.3
ENSG00000133475,22,21562262,21581926,1,1,286429,0.91194,0.1809,GGT2
ENSG00000241246,9,127369438,127369735,25,6,319005,0.9119,0.18091,RN7SL302P
ENSG00000077463,19,4174106,4182601,9,3,232207,0.91182,0.18093,SIRT6
ENSG00000272568,7,29019583,29052983,82,19,316700,0.91179,0.18094,CTB-113D17.1
ENSG00000255213,11,62098418,62099285,36,9,352368,0.91152,0.18101,NPM1P35
ENSG00000270025,10,49258304,49268060,176,29,299294,0.91151,0.18101,BMS1P7
ENSG00000279769,21,44922354,44923757,7,4,296243,0.91149,0.18102,NA
ENSG00000186474,19,51532348,51538148,11,3,293106,0.91142,0.18104,KLK12
ENSG00000238531,19,10220433,10220511,8,3,327834,0.91139,0.18104,SNORD105B
ENSG00000230157,14,106003198,106003576,18,5,287349,0.91128,0.18107,ATP5G1P1
ENSG00000104973,19,50321536,50340237,16,5,253873,0.91125,0.18108,MED25
ENSG00000228386,20,32602775,32605555,6,3,306984,0.91115,0.18111,RP5-1125A11.4
ENSG00000234540,6,14394557,14404520,102,14,343481,0.91116,0.18111,RP3-448I9.1
ENSG00000223351,3,21984058,22021320,68,6,351229,0.91085,0.18119,ZNF385D-AS2
ENSG00000196531,12,57106212,57120981,73,21,307574,0.91076,0.18121,NACA
ENSG00000143549,1,154127780,154164687,85,30,320987,0.91073,0.18122,TPM3
ENSG00000257228,12,41803269,41867312,19,4,340059,0.91072,0.18122,RP11-413B19.2
ENSG00000256686,12,25935640,25967105,35,11,292754,0.91066,0.18124,RP11-443N24.2
ENSG00000278942,16,3583429,3584258,7,3,255751,0.91065,0.18124,NA
ENSG00000140479,15,101844133,102030187,822,121,315464,0.91056,0.18126,PCSK6
ENSG00000244390,12,59413950,59414675,8,3,340344,0.91058,0.18126,RPS6P22
ENSG00000273853,12,33585246,33585788,10,3,326050,0.91055,0.18127,NA
ENSG00000201065,3,102473908,102474014,3,1,261532,0.91039,0.18131,RNU6-461P
ENSG00000218357,22,47857048,47882860,17,5,344395,0.91038,0.18131,LL22NC03-75H12.2
ENSG00000120156,9,27109139,27230173,84,23,325681,0.91031,0.18133,TEK
ENSG00000201805,2,113844382,113844488,38,5,329085,0.9102,0.18136,RNU6-1180P
ENSG00000240827,3,98338909,98339462,4,2,284833,0.9101,0.18138,RP11-227H4.1
ENSG00000200670,7,65279659,65279762,24,8,332070,0.91008,0.18139,RNU6-912P
ENSG00000258464,14,24198247,24198950,51,12,305518,0.90998,0.18142,RP11-388E23.2
ENSG00000230156,13,107306264,107324511,9,2,322756,0.90991,0.18143,LINC00443
ENSG00000202422,13,58565484,58565598,10,4,320150,0.9098,0.18146,RNA5SP30
ENSG00000248676,4,100515956,100547070,16,6,284651,0.90973,0.18148,RP11-766F14.1
ENSG00000172828,16,66995140,67009051,84,18,289457,0.90959,0.18152,CES3
ENSG00000243607,11,126148152,126148472,8,4,313592,0.90958,0.18152,RPL35AP26
ENSG00000264976,2,181481845,181481933,2,1,357011,0.90953,0.18153,AC009478.2
ENSG00000267729,17,27054276,27054757,6,3,332181,0.90952,0.18154,AC010761.14
ENSG00000157326,14,24422795,24438488,182,49,328309,0.90935,0.18158,DHRS4
ENSG00000160606,17,27051366,27053950,9,3,301082,0.90936,0.18158,TLCD1
ENSG00000230434,1,95816807,95817810,16,4,338848,0.90937,0.18158,RP11-14O19.1
ENSG00000250107,17,48633568,48639469,15,6,348244,0.90933,0.18159,CACNA1G-AS1
ENSG00000270857,12,12401925,12402361,4,2,353131,0.90932,0.18159,RP11-757G14.3
ENSG00000222249,11,119160272,119160387,1,1,286429,0.90928,0.1816,RNU6-262P
ENSG00000226279,7,22921512,22922009,17,9,343612,0.90927,0.1816,AC005682.7
ENSG00000116874,1,119573839,119683294,15,4,314448,0.90916,0.18163,WARS2
ENSG00000270741,5,119993772,119994066,8,3,313925,0.90912,0.18164,RP11-565F4.1
ENSG00000236699,4,106473777,106602070,25,11,331470,0.90911,0.18165,ARHGEF38
ENSG00000214517,11,73882144,73965748,158,31,332287,0.90905,0.18166,PPME1
ENSG00000280214,16,67584718,67586838,7,4,310181,0.90904,0.18166,NA
ENSG00000163684,3,58291989,58310422,268,23,334496,0.90885,0.18171,RPP14
ENSG00000238003,1,201947770,201948077,19,4,343665,0.90863,0.18177,RP11-465N4.2
ENSG00000228929,1,53237866,53238320,9,2,285224,0.90852,0.1818,RP11-159C21.4
ENSG00000230090,2,5758459,5831250,134,30,319804,0.90846,0.18182,AC108025.2
ENSG00000230498,1,77533605,77544167,10,3,348752,0.90839,0.18184,RP4-564M11.2
ENSG00000274659,12,2849259,2852021,66,9,315005,0.90833,0.18185,NA
ENSG00000212040,14,101498324,101498401,12,4,327834,0.9083,0.18186,MIR543
ENSG00000139323,12,89813495,89919801,82,20,334510,0.90805,0.18193,POC1B
ENSG00000175746,15,39542885,39547046,174,52,338362,0.90795,0.18195,C15orf54
ENSG00000100554,14,67804788,67826966,77,12,328924,0.90792,0.18196,ATP6V1D
ENSG00000199015,14,101528343,101528476,28,3,338713,0.90773,0.18201,MIR377
ENSG00000259584,15,40367405,40370905,32,11,337089,0.90771,0.18202,RP11-521C20.2
ENSG00000253994,8,111821623,111822123,21,2,342992,0.90753,0.18206,KB-1299A7.1
ENSG00000280394,19,6263079,6263480,6,3,340300,0.90754,0.18206,NA
ENSG00000238772,7,37209283,37209384,78,22,319431,0.9075,0.18207,snoU13
ENSG00000272115,8,145634876,145635360,5,3,327768,0.90745,0.18208,GS1-393G12.14
ENSG00000276958,13,25591904,25592041,25,3,314700,0.90748,0.18208,NA
ENSG00000078618,1,52254863,52344609,59,15,345977,0.90731,0.18212,NRD1
ENSG00000209645,19,10218327,10218411,10,4,309732,0.90724,0.18214,SNORD105
ENSG00000232881,13,72487842,72488316,13,4,342764,0.90724,0.18214,RPS10P21
ENSG00000216020,3,191693743,191693813,2,1,66801,0.9072,0.18215,AC026320.1
ENSG00000257846,14,20136988,20138162,2,1,286429,0.90721,0.18215,RP11-597A11.3
ENSG00000065559,17,11924141,12047147,9,2,316376,0.90718,0.18216,MAP2K4
ENSG00000255102,11,87794942,87831315,60,10,336218,0.90711,0.18217,RP11-164N3.2
ENSG00000143379,1,150898815,150937220,35,8,297445,0.90705,0.18219,SETDB1
ENSG00000132622,20,3713314,3733758,16,8,322019,0.90671,0.18228,HSPA12B
ENSG00000169402,7,6793740,6838396,66,19,332116,0.9065,0.18234,RSPH10B2
ENSG00000149231,11,96085933,96121068,283,42,308242,0.90646,0.18235,CCDC82
ENSG00000237740,10,89136653,89138238,10,4,292347,0.90639,0.18236,NPAP1P3
ENSG00000060138,12,10851688,10875911,10,4,326547,0.90637,0.18237,YBX3
ENSG00000279446,5,126409279,126411296,15,3,335877,0.90624,0.1824,NA
ENSG00000269302,4,187111913,187112626,4,2,278867,0.90623,0.18241,AC110771.1
ENSG00000223269,11,98990906,98991220,112,11,335146,0.90609,0.18244,RN7SKP53
ENSG00000232075,10,65394077,65394587,9,3,69072,0.9061,0.18244,MRPL35P2
ENSG00000249787,5,99737145,99744603,69,12,295655,0.90581,0.18252,RP11-346J10.1
ENSG00000238176,10,37229037,37232860,149,34,333199,0.90565,0.18256,RP11-322I2.1
ENSG00000162959,2,32090129,32236043,145,26,307173,0.90556,0.18258,MEMO1
ENSG00000239408,3,149182626,149182988,18,6,347508,0.90556,0.18258,RP11-278L15.4
ENSG00000234099,1,94388130,94389501,14,4,253222,0.90508,0.18271,MTND4P11
ENSG00000248417,4,33435132,33439499,5,2,182009,0.90508,0.18271,RP11-802H3.2
ENSG00000204909,5,147700766,147719412,64,15,334097,0.90484,0.18277,SPINK9
ENSG00000054938,11,74407474,74442430,151,33,335344,0.90477,0.18279,CHRDL2
ENSG00000230177,6,111599135,111599945,7,3,352844,0.90469,0.18281,RP5-1112D6.4
ENSG00000023902,1,150121373,150132260,47,11,295394,0.90463,0.18283,PLEKHO1
ENSG00000204592,6,30457244,30461982,106,20,283341,0.90446,0.18288,HLA-E
ENSG00000234268,11,116906513,116906767,146,18,342213,0.90445,0.18288,AP000936.1
ENSG00000200127,17,41149933,41150024,1,1,286429,0.90437,0.1829,Y_RNA
ENSG00000202517,3,40280099,40280232,10,4,320165,0.90436,0.1829,SNORA64
ENSG00000176890,18,657604,673578,20,6,333656,0.90434,0.18291,TYMS
ENSG00000225159,1,27533421,27534287,22,6,320359,0.90427,0.18293,NPM1P39
ENSG00000226884,2,61816633,61816798,73,20,322856,0.90413,0.18296,AC016727.3
ENSG00000198744,1,569756,570302,43,13,299991,0.90405,0.18298,RP5-857K21.11
ENSG00000216937,10,32735068,33165321,909,55,329805,0.90406,0.18298,CCDC7
ENSG00000266924,18,77547121,77551432,131,41,318309,0.90394,0.18301,RP11-154H12.2
ENSG00000226234,9,81651329,81652484,11,4,277461,0.90389,0.18303,KRT18P24
ENSG00000254771,11,126049392,126049593,97,23,342307,0.90389,0.18303,RP11-50B3.1
ENSG00000227016,1,73230714,73256965,15,3,331985,0.9038,0.18305,RP11-262K1.1
ENSG00000214432,15,91565849,91579841,36,11,321930,0.90368,0.18308,AC068831.10
ENSG00000198719,6,170591294,170599561,10,6,297487,0.90366,0.18309,DLL1
ENSG00000284540,15,47425693,47426320,72,24,314402,0.90362,0.1831,NA
ENSG00000226819,2,66653867,66660602,142,50,309032,0.90356,0.18311,MEIS1-AS3
ENSG00000165973,11,20691097,21597227,109,17,315586,0.90351,0.18313,NELL1
ENSG00000161682,17,42430583,42441243,6,4,305607,0.90337,0.18317,FAM171A2
ENSG00000117519,1,95362505,95392834,21,10,328086,0.90332,0.18318,CNN3
ENSG00000135045,9,77561497,77567802,6,3,333720,0.90325,0.1832,C9orf40
ENSG00000213561,1,78509067,78509832,4,2,348537,0.90324,0.1832,RP11-386I14.2
ENSG00000006128,7,97361220,97369784,94,8,335773,0.90321,0.18321,TAC1
ENSG00000213417,17,39221368,39222131,12,4,347071,0.90318,0.18322,KRTAP2-4
ENSG00000172889,9,139553308,139567130,26,6,301728,0.90314,0.18323,EGFL7
ENSG00000239716,3,157694350,157695925,8,3,357036,0.90313,0.18323,RP11-290K4.1
ENSG00000264633,3,49311553,49311619,5,2,356833,0.90305,0.18325,MIR4271
ENSG00000109118,17,27232268,27278789,12,6,314192,0.90294,0.18328,PHF12
ENSG00000252751,3,124126538,124126630,76,17,344155,0.90289,0.18329,RNU6-143P
ENSG00000278572,1,26545072,26546967,24,5,353280,0.90284,0.1833,NA
ENSG00000267065,17,74795126,74803184,131,29,335088,0.90277,0.18332,CTD-2246P4.1
ENSG00000211925,14,106373069,106373099,6,2,286429,0.90271,0.18334,IGHD2-8
ENSG00000251041,5,73617456,73635977,7,3,345945,0.90254,0.18338,CTD-2275D24.1
ENSG00000232766,3,27744620,27745059,97,21,341332,0.90247,0.1834,AC098614.3
ENSG00000154319,8,11278972,11324276,416,45,332609,0.90246,0.18341,FAM167A
ENSG00000270870,17,63651032,63651513,10,4,346958,0.90243,0.18342,GS1-531I17.2
ENSG00000198028,19,9577183,9609283,10,4,282527,0.90235,0.18344,ZNF560
ENSG00000235129,2,96034255,96034633,3,2,260532,0.90233,0.18344,FABP7P2
ENSG00000148516,10,31608054,31818741,349,52,338156,0.90228,0.18345,ZEB1
ENSG00000186300,19,2841433,2860482,37,9,329351,0.90225,0.18346,ZNF555
ENSG00000232916,5,115553723,115553992,9,3,317284,0.90221,0.18347,HMGN2P27
ENSG00000252653,17,64263861,64263966,43,10,354743,0.90212,0.1835,RNA5SP444
ENSG00000222932,12,102190188,102190280,10,6,287624,0.90199,0.18353,RNU6-172P
ENSG00000214970,17,10482357,10526353,175,35,319332,0.90196,0.18354,CTC-297N7.7
ENSG00000270170,3,196669494,196670411,6,3,355271,0.90195,0.18354,NCBP2-AS2
ENSG00000196199,13,20207821,20247599,149,19,336939,0.90183,0.18357,MPHOSPH8
ENSG00000204469,6,31588497,31605548,66,25,331936,0.90171,0.18361,PRRC2A
ENSG00000108602,17,19641297,19651746,54,16,275693,0.90159,0.18364,ALDH3A1
ENSG00000203855,1,120106689,120114690,89,36,294090,0.90156,0.18364,HSD3BP4
ENSG00000167588,12,50497602,50505102,31,8,342994,0.90147,0.18367,GPD1
ENSG00000258914,14,104341392,104343815,8,3,346636,0.90147,0.18367,CTD-2134A5.3
ENSG00000167085,17,47481411,47492267,290,72,298439,0.90129,0.18372,PHB
ENSG00000213041,1,205171319,205171870,8,4,347189,0.90128,0.18372,RP11-383G10.3
ENSG00000237975,1,152140601,152417932,327,34,328683,0.90126,0.18372,FLG-AS1
ENSG00000102977,16,67691415,67694718,13,5,349436,0.90125,0.18373,ACD
ENSG00000127540,19,1597171,1605489,4,1,333388,0.9012,0.18374,UQCR11
ENSG00000161807,19,9225504,9226439,13,3,326778,0.90116,0.18375,OR7G1
ENSG00000006704,7,73868120,74016930,146,42,300082,0.90093,0.18381,GTF2IRD1
ENSG00000216184,3,140208894,140208986,13,3,334253,0.90093,0.18381,AC048346.1
ENSG00000246022,3,125898908,125929012,33,8,351986,0.90094,0.18381,ALDH1L1-AS2
ENSG00000283782,5,131785344,131981771,20,6,338275,0.90082,0.18384,NA
ENSG00000235761,1,235705459,235705690,18,4,323475,0.90066,0.18388,RP11-293G6__B.2
ENSG00000149435,20,23965687,23969416,398,76,301886,0.90058,0.18391,GGTLC1
ENSG00000169258,5,176022803,176037134,41,9,347770,0.90056,0.18391,GPRIN1
ENSG00000198171,20,3170996,3185331,14,8,299413,0.90051,0.18392,DDRGK1
ENSG00000152430,2,198591603,198651298,352,50,318486,0.90048,0.18393,BOLL
ENSG00000085662,7,134127102,134143894,68,9,337841,0.90046,0.18394,AKR1B1
ENSG00000248927,5,120116913,120126473,14,3,351324,0.90037,0.18396,CTD-2334D19.1
ENSG00000105983,7,156470485,156685924,407,93,317897,0.90027,0.18399,LMBR1
ENSG00000223145,2,7281358,7281675,32,8,334302,0.90026,0.18399,RN7SKP112
ENSG00000213203,7,150413645,150421372,26,6,339122,0.90017,0.18402,GIMAP1
ENSG00000251429,4,159191530,159199828,100,14,330367,0.90016,0.18402,RP11-597D13.7
ENSG00000230585,1,51246012,51246822,9,4,308869,0.9001,0.18403,PHBP12
ENSG00000274253,15,23094327,23115254,97,22,314413,0.90011,0.18403,NA
ENSG00000119457,9,115641200,115653193,17,7,298719,0.90009,0.18404,SLC46A2
ENSG00000227533,1,43424720,43449029,21,7,307152,0.90008,0.18404,SLC2A1-AS1
ENSG00000234829,9,21227242,21228221,46,10,339637,0.90003,0.18405,IFNA17
ENSG00000235267,2,27678023,27678729,7,3,345953,0.90003,0.18405,AC074117.13
ENSG00000249729,4,44842397,44843419,25,6,339169,0.90003,0.18405,RP11-55C6.1
ENSG00000137948,1,92414928,92479983,120,28,321751,0.9,0.18406,BRDT
ENSG00000205847,2,71256158,71257023,115,33,339271,0.9,0.18406,OR7E91P
ENSG00000241526,3,141443267,141443368,3,2,313740,0.90001,0.18406,RP11-144C9.1
ENSG00000135424,12,56078352,56106195,34,11,341625,0.89987,0.1841,ITGA7
ENSG00000250045,5,112113327,112113858,10,4,256672,0.89985,0.1841,CBX3P3
ENSG00000278075,18,77660555,77660903,5,3,351116,0.89968,0.18414,NA
ENSG00000135211,7,77423045,77427897,6,3,248636,0.89968,0.18415,TMEM60
ENSG00000277595,12,110470050,110470608,8,5,354736,0.89964,0.18416,NA
ENSG00000276809,13,96396980,96398019,1,1,357035,0.89947,0.1842,NA
ENSG00000228283,6,147123495,147124960,9,4,352493,0.8993,0.18425,KATNBL1P6
ENSG00000235554,17,16520162,16521195,9,3,310021,0.89926,0.18426,AC005822.1
ENSG00000173418,20,19997760,20014299,7,2,337659,0.89914,0.18429,NAA20
ENSG00000180999,1,172389828,172437971,51,16,347770,0.89915,0.18429,C1orf105
ENSG00000224783,1,238940349,238942500,21,7,353217,0.89906,0.18431,MIPEPP2
ENSG00000240531,17,28043297,28043703,9,5,281072,0.89906,0.18431,RPL21P123
ENSG00000239438,14,78697624,78697962,11,4,354639,0.89901,0.18432,RP11-332E19.1
ENSG00000251330,5,147809722,147810370,4,1,355090,0.89883,0.18437,CTD-2283N19.1
ENSG00000121904,1,33979599,34631443,661,101,322783,0.89873,0.1844,CSMD2
ENSG00000177108,14,77597613,77608134,120,33,334613,0.89867,0.18441,ZDHHC22
ENSG00000262172,17,77965743,77966640,91,27,280457,0.89868,0.18441,CTD-2529O21.1
ENSG00000112149,6,14117487,14137149,39,15,327793,0.89865,0.18442,CD83
ENSG00000278561,10,49272348,49327498,89,20,347321,0.89855,0.18445,NA
ENSG00000223732,13,45556212,45657260,174,32,325788,0.8985,0.18446,RP11-321C24.1
ENSG00000108468,17,46147414,46178883,39,12,325064,0.89845,0.18447,CBX1
ENSG00000246323,5,137368463,137372955,21,7,321344,0.8983,0.18451,RP11-325L7.1
ENSG00000189157,4,77135193,77204933,43,9,340825,0.8982,0.18454,FAM47E
ENSG00000232519,1,155579567,155580171,1,1,69568,0.89797,0.1846,RP11-29H23.4
ENSG00000202357,19,11519448,11519556,10,2,324888,0.89791,0.18462,Y_RNA
ENSG00000231064,1,155164795,155175286,8,3,356440,0.89771,0.18467,RP11-263K19.4
ENSG00000279421,15,78892234,78892355,8,3,354558,0.89766,0.18468,NA
ENSG00000240250,5,133853501,133853785,11,5,330683,0.8976,0.1847,RN7SL541P
ENSG00000083937,3,87276421,87304698,61,11,305105,0.89744,0.18474,CHMP2B
ENSG00000226323,7,14853756,14856190,11,5,354480,0.89741,0.18475,AC006150.1
ENSG00000276768,20,5030503,5030967,12,2,315070,0.89742,0.18475,NA
ENSG00000022355,5,161274069,161326987,31,14,318363,0.89739,0.18476,GABRA1
ENSG00000170454,12,52817854,52828309,65,8,334863,0.89735,0.18477,KRT75
ENSG00000230214,1,37095936,37096458,4,2,339280,0.89734,0.18477,FTLP18
ENSG00000106689,9,126773889,126795580,119,30,326361,0.89725,0.18479,LHX2
ENSG00000264981,17,20446287,20447436,4,2,244322,0.89726,0.18479,RP11-434D2.10
